match_date,home_team_name,away_team_name,home_team_goal,away_team_goal,home_speed,home_aggression,away_speed,away_aggression,B365H,B365D,B365A,resultado
2016-10-02,VfL Wolfsburg,1. FSV Mainz 05,0,0,85,0.0,95,0.0,4.76,4.01,3.38,draw
2016-10-02,FC Schalke 04,Borussia Mönchengladbach,4,0,65,0.0,95,0.0,4.59,2.82,6.99,home_win
2016-10-14,Borussia Dortmund,Hertha BSC Berlin,1,1,80,4.0,75,8.0,3.43,3.45,2.95,draw
2016-10-15,Borussia Mönchengladbach,Hamburger SV,0,0,85,2.0,65,7.0,4.7,3.94,3.04,draw
2016-10-15,Stade Rennais FC,FC Ingolstadt 04,2,1,75,3.0,50,3.0,1.45,2.99,6.62,home_win
2016-10-15,FC Augsburg,FC Schalke 04,1,1,75,2.0,60,3.0,1.86,3.78,1.64,draw
2016-10-15,TSG 1899 Hoffenheim,SC Freiburg,2,1,85,2.0,85,3.0,1.28,3.83,5.33,home_win
2016-10-15,Eintracht Frankfurt,FC Bayern Munich,2,2,90,6.0,90,4.0,2.37,2.83,5.49,draw
2016-10-15,SV Werder Bremen,Bayer 04 Leverkusen,2,1,70,2.0,95,2.0,2.62,3.63,6.1,home_win
2016-10-16,1. FSV Mainz 05,SV Darmstadt 98,2,1,90,3.0,45,1.0,2.16,4.04,6.86,home_win
2016-10-16,VfL Wolfsburg,RasenBallsport Leipzig,0,1,85,2.0,90,1.0,4.33,3.5,6.87,away_win
2016-10-21,Hamburger SV,Eintracht Frankfurt,0,3,70,3.0,85,4.0,2.49,2.52,1.86,away_win
2016-10-22,FC Ingolstadt 04,Borussia Dortmund,3,3,55,0.0,95,1.0,2.2,2.52,6.02,draw
2016-10-22,SV Darmstadt 98,VfL Wolfsburg,3,1,25,0.0,85,5.0,3.22,3.21,5.05,home_win
2016-10-22,SC Freiburg,FC Augsburg,2,1,80,1.0,75,0.0,1.65,4.35,5.06,home_win
2016-10-22,Hertha BSC Berlin,Stade Rennais FC,2,1,65,2.0,75,1.0,4.23,2.96,2.21,home_win
2016-10-22,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,0,3,100,3.0,85,1.0,1.39,3.77,5.08,away_win
2016-10-22,FC Bayern Munich,Borussia Mönchengladbach,2,0,80,0.0,80,1.0,4.95,2.94,6.9,home_win
2016-10-23,RasenBallsport Leipzig,SV Werder Bremen,3,1,95,4.0,60,3.0,4.11,3.14,6.52,home_win
2016-10-23,FC Schalke 04,1. FSV Mainz 05,3,0,70,2.0,100,3.0,1.87,4.2,3.92,home_win
2016-10-28,Borussia Mönchengladbach,Eintracht Frankfurt,0,0,85,1.0,95,2.0,1.12,3.96,1.72,draw
2016-10-29,1. FSV Mainz 05,FC Ingolstadt 04,2,0,100,1.0,20,3.0,4.28,2.69,3.49,home_win
2016-10-29,VfL Wolfsburg,Bayer 04 Leverkusen,1,2,100,1.0,90,3.0,3.86,3.36,6.05,away_win
2016-10-29,FC Augsburg,FC Bayern Munich,1,3,70,2.0,80,0.0,3.94,2.56,5.36,away_win
2016-10-29,SV Werder Bremen,SC Freiburg,1,3,65,1.0,95,3.0,4.11,3.46,4.03,away_win
2016-10-29,SV Darmstadt 98,RasenBallsport Leipzig,0,2,20,4.0,80,2.0,1.39,3.82,1.8,away_win
2016-10-29,Borussia Dortmund,FC Schalke 04,0,0,100,4.0,70,4.0,2.5,2.74,3.85,draw
2016-10-30,TSG 1899 Hoffenheim,Hertha BSC Berlin,1,0,80,0.0,75,4.0,1.55,3.08,4.08,home_win
2016-10-30,Stade Rennais FC,Hamburger SV,3,0,65,3.0,60,4.0,4.47,3.3,6.61,home_win
2016-11-04,Hertha BSC Berlin,Borussia Mönchengladbach,3,0,70,2.0,80,5.0,3.53,4.34,5.03,home_win
2016-11-05,Hamburger SV,Borussia Dortmund,2,5,60,2.0,100,0.0,2.39,4.49,3.21,away_win
2016-11-05,FC Ingolstadt 04,FC Augsburg,0,2,50,5.0,60,1.0,1.35,2.59,4.39,away_win
2016-11-05,FC Bayern Munich,TSG 1899 Hoffenheim,1,1,90,0.0,85,2.0,2.31,4.02,1.86,draw
2016-11-05,Bayer 04 Leverkusen,SV Darmstadt 98,3,2,85,0.0,30,1.0,2.37,3.24,6.85,home_win
2016-11-05,SC Freiburg,VfL Wolfsburg,0,3,85,6.0,80,2.0,3.95,3.28,3.48,away_win
2016-11-05,Eintracht Frankfurt,Stade Rennais FC,1,0,100,3.0,60,3.0,3.59,4.01,4.13,home_win
2016-11-06,RasenBallsport Leipzig,1. FSV Mainz 05,3,1,100,0.0,100,3.0,4.56,4.34,3.45,home_win
2016-11-06,FC Schalke 04,SV Werder Bremen,3,1,60,2.0,70,3.0,2.94,4.4,5.25,home_win
2016-11-18,Bayer 04 Leverkusen,RasenBallsport Leipzig,2,3,90,1.0,90,3.0,1.57,3.65,5.14,away_win
2016-11-19,Borussia Mönchengladbach,Stade Rennais FC,1,2,90,1.0,65,5.0,3.88,3.21,5.43,away_win
2016-11-19,1. FSV Mainz 05,SC Freiburg,4,2,95,4.0,100,3.0,4.07,4.08,2.97,home_win
2016-11-19,VfL Wolfsburg,FC Schalke 04,0,1,85,2.0,60,2.0,3.29,3.0,3.24,away_win
2016-11-19,FC Augsburg,Hertha BSC Berlin,0,0,60,3.0,60,1.0,4.11,3.63,2.19,draw
2016-11-19,SV Darmstadt 98,FC Ingolstadt 04,0,1,25,1.0,40,4.0,3.03,3.22,5.11,away_win
2016-11-19,Borussia Dortmund,FC Bayern Munich,1,0,80,3.0,85,2.0,3.14,3.81,1.72,home_win
2016-11-20,TSG 1899 Hoffenheim,Hamburger SV,2,2,90,1.0,65,2.0,2.77,2.98,4.79,draw
2016-11-20,SV Werder Bremen,Eintracht Frankfurt,1,2,75,1.0,95,2.0,1.2,2.88,6.28,away_win
2016-11-25,SC Freiburg,RasenBallsport Leipzig,1,4,80,2.0,80,3.0,1.52,4.34,6.4,away_win
2016-11-26,Stade Rennais FC,FC Augsburg,0,0,65,2.0,70,3.0,1.22,2.7,3.97,draw
2016-11-26,Borussia Mönchengladbach,TSG 1899 Hoffenheim,1,1,90,0.0,95,2.0,3.58,3.51,4.03,draw
2016-11-26,Hamburger SV,SV Werder Bremen,2,2,60,2.0,65,3.0,2.33,2.94,1.92,draw
2016-11-26,FC Ingolstadt 04,VfL Wolfsburg,1,1,20,2.0,85,1.0,3.08,2.58,5.19,draw
2016-11-26,Eintracht Frankfurt,Borussia Dortmund,2,1,90,4.0,85,3.0,4.64,2.57,6.02,home_win
2016-11-26,FC Bayern Munich,Bayer 04 Leverkusen,2,1,85,0.0,95,0.0,2.07,2.85,2.85,home_win
2016-11-27,FC Schalke 04,SV Darmstadt 98,3,1,65,0.0,55,2.0,2.7,4.23,3.82,home_win
2016-11-27,Hertha BSC Berlin,1. FSV Mainz 05,2,1,65,4.0,85,3.0,4.05,3.06,6.11,home_win
2016-12-02,1. FSV Mainz 05,FC Bayern Munich,1,3,80,3.0,95,2.0,1.99,4.4,6.32,away_win
2016-12-03,VfL Wolfsburg,Hertha BSC Berlin,2,3,80,6.0,65,2.0,1.4,3.66,2.84,away_win
2016-12-03,Borussia Dortmund,Borussia Mönchengladbach,4,1,80,1.0,100,1.0,2.23,3.37,4.53,home_win
2016-12-03,Bayer 04 Leverkusen,SC Freiburg,1,1,95,0.0,100,1.0,1.73,3.66,2.56,draw
2016-12-03,TSG 1899 Hoffenheim,Stade Rennais FC,4,0,100,1.0,60,1.0,4.73,3.53,2.06,home_win
2016-12-03,SV Werder Bremen,FC Ingolstadt 04,2,1,70,0.0,55,3.0,4.25,4.02,6.51,home_win
2016-12-03,RasenBallsport Leipzig,FC Schalke 04,2,1,85,1.0,65,5.0,3.57,3.06,6.01,home_win
2016-12-04,SV Darmstadt 98,Hamburger SV,0,2,25,2.0,70,4.0,4.5,3.21,5.68,away_win
2016-12-04,FC Augsburg,Eintracht Frankfurt,1,1,60,3.0,80,2.0,4.23,4.29,1.77,draw
2016-12-09,Eintracht Frankfurt,TSG 1899 Hoffenheim,0,0,80,8.0,95,3.0,1.83,4.39,6.14,draw
2016-12-10,SC Freiburg,SV Darmstadt 98,1,0,80,3.0,20,4.0,4.58,4.29,3.91,home_win
2016-12-10,Stade Rennais FC,Borussia Dortmund,1,1,65,5.0,85,3.0,3.2,3.34,3.38,draw
2016-12-10,Hamburger SV,FC Augsburg,1,0,60,4.0,75,6.0,4.25,4.06,4.51,home_win
2016-12-10,FC Ingolstadt 04,RasenBallsport Leipzig,1,0,25,4.0,95,4.0,4.59,3.45,2.0,home_win
2016-12-10,FC Bayern Munich,VfL Wolfsburg,5,0,80,1.0,100,0.0,2.34,3.5,5.66,home_win
2016-12-10,Hertha BSC Berlin,SV Werder Bremen,0,1,65,0.0,75,3.0,1.53,2.91,4.7,away_win
2016-12-11,Borussia Mönchengladbach,1. FSV Mainz 05,1,0,90,2.0,95,3.0,1.99,3.68,2.53,home_win
2016-12-11,FC Schalke 04,Bayer 04 Leverkusen,0,1,60,6.0,80,3.0,2.77,2.87,2.54,away_win
2016-12-16,TSG 1899 Hoffenheim,Borussia Dortmund,2,2,90,5.0,95,4.0,4.29,3.16,2.51,draw
2016-12-17,FC Augsburg,Borussia Mönchengladbach,1,0,70,0.0,90,0.0,4.46,4.21,1.81,home_win
2016-12-17,SV Werder Bremen,Stade Rennais FC,1,1,75,1.0,65,4.0,1.13,2.91,4.73,draw
2016-12-17,RasenBallsport Leipzig,Hertha BSC Berlin,2,0,100,1.0,60,3.0,3.09,2.64,6.12,home_win
2016-12-17,FC Schalke 04,SC Freiburg,1,1,65,1.0,100,0.0,2.73,2.64,1.6,draw
2016-12-17,1. FSV Mainz 05,Hamburger SV,3,1,95,2.0,75,3.0,1.97,4.38,1.77,home_win
2016-12-17,VfL Wolfsburg,Eintracht Frankfurt,1,0,80,3.0,80,4.0,1.57,3.51,4.65,home_win
2016-12-18,SV Darmstadt 98,FC Bayern Munich,0,1,50,1.0,100,2.0,2.42,3.32,6.01,away_win
2016-12-18,Bayer 04 Leverkusen,FC Ingolstadt 04,1,2,100,4.0,40,2.0,4.78,4.12,3.3,away_win
2016-12-20,Eintracht Frankfurt,1. FSV Mainz 05,3,0,80,3.0,90,3.0,2.36,4.17,3.42,home_win
2016-12-20,Borussia Mönchengladbach,VfL Wolfsburg,1,2,100,1.0,95,2.0,3.12,3.16,4.78,away_win
2016-12-20,Hamburger SV,FC Schalke 04,2,1,75,2.0,75,4.0,3.84,3.89,3.01,home_win
2016-12-20,Borussia Dortmund,FC Augsburg,1,1,100,1.0,65,2.0,2.52,4.04,1.65,draw
2016-12-21,FC Ingolstadt 04,SC Freiburg,1,2,20,4.0,100,2.0,4.89,3.81,5.54,away_win
2016-12-21,TSG 1899 Hoffenheim,SV Werder Bremen,1,1,80,2.0,70,2.0,4.85,2.8,4.94,draw
2016-12-21,Hertha BSC Berlin,SV Darmstadt 98,2,0,70,1.0,40,3.0,2.08,4.25,4.69,home_win
2016-12-21,Stade Rennais FC,Bayer 04 Leverkusen,1,1,70,0.0,100,0.0,3.04,3.58,5.58,draw
2016-12-21,FC Bayern Munich,RasenBallsport Leipzig,3,0,100,1.0,100,4.0,2.27,3.06,5.21,home_win
2017-01-20,SC Freiburg,FC Bayern Munich,1,2,100,2.0,80,2.0,2.21,3.35,2.63,away_win
2017-01-21,SV Werder Bremen,Borussia Dortmund,1,2,65,6.0,85,1.0,1.24,2.58,3.44,away_win
2017-01-21,FC Schalke 04,FC Ingolstadt 04,1,0,60,1.0,30,0.0,3.48,2.76,2.19,home_win
2017-01-21,VfL Wolfsburg,Hamburger SV,1,0,80,2.0,70,4.0,3.06,4.03,2.21,home_win
2017-01-21,FC Augsburg,TSG 1899 Hoffenheim,0,2,75,3.0,80,4.0,1.3,2.5,5.22,away_win
2017-01-21,SV Darmstadt 98,Borussia Mönchengladbach,0,0,25,1.0,90,1.0,2.19,3.33,6.22,draw
2017-01-21,RasenBallsport Leipzig,Eintracht Frankfurt,3,0,85,1.0,100,5.0,4.64,3.55,6.8,home_win
2017-01-22,Bayer 04 Leverkusen,Hertha BSC Berlin,3,1,85,0.0,75,2.0,2.03,2.61,4.96,home_win
2017-01-22,1. FSV Mainz 05,Stade Rennais FC,0,0,95,1.0,70,1.0,1.67,4.45,2.51,draw
2017-01-27,FC Schalke 04,Eintracht Frankfurt,0,1,60,2.0,95,1.0,3.01,2.95,2.08,away_win
2017-01-28,RasenBallsport Leipzig,TSG 1899 Hoffenheim,2,1,90,3.0,95,6.0,4.94,3.11,5.97,home_win
2017-01-28,VfL Wolfsburg,FC Augsburg,1,2,95,2.0,65,2.0,2.04,3.11,4.68,away_win
2017-01-28,FC Ingolstadt 04,Hamburger SV,3,1,50,0.0,65,2.0,3.72,2.96,4.9,home_win
2017-01-28,SV Werder Bremen,FC Bayern Munich,1,2,75,4.0,90,1.0,4.07,2.5,5.8,away_win
2017-01-28,SV Darmstadt 98,Stade Rennais FC,1,6,40,2.0,60,4.0,2.03,3.96,5.37,away_win
2017-01-28,Bayer 04 Leverkusen,Borussia Mönchengladbach,2,3,90,0.0,80,0.0,3.94,4.43,6.09,away_win
2017-01-29,SC Freiburg,Hertha BSC Berlin,2,1,85,0.0,60,2.0,2.53,2.95,1.81,home_win
2017-01-29,1. FSV Mainz 05,Borussia Dortmund,1,1,90,2.0,80,1.0,3.57,3.83,5.61,draw
2017-02-03,Hamburger SV,Bayer 04 Leverkusen,1,0,60,0.0,85,3.0,3.57,3.98,6.18,home_win
2017-02-04,Stade Rennais FC,VfL Wolfsburg,1,0,70,4.0,80,3.0,3.19,4.2,3.07,home_win
2017-02-04,TSG 1899 Hoffenheim,1. FSV Mainz 05,4,0,80,2.0,100,2.0,1.45,3.35,5.02,home_win
2017-02-04,FC Bayern Munich,FC Schalke 04,1,1,100,1.0,75,1.0,4.36,3.11,3.23,draw
2017-02-04,Borussia Mönchengladbach,SC Freiburg,3,0,95,1.0,80,1.0,2.35,3.15,6.77,home_win
2017-02-04,Hertha BSC Berlin,FC Ingolstadt 04,1,0,70,2.0,20,2.0,1.83,3.93,1.68,home_win
2017-02-04,Borussia Dortmund,RasenBallsport Leipzig,1,0,85,1.0,85,3.0,1.26,4.13,4.69,home_win
2017-02-05,FC Augsburg,SV Werder Bremen,3,2,70,3.0,70,2.0,3.4,2.86,2.42,home_win
2017-02-05,Eintracht Frankfurt,SV Darmstadt 98,2,0,100,2.0,35,4.0,3.74,3.24,5.42,home_win
2017-02-10,1. FSV Mainz 05,FC Augsburg,2,0,85,1.0,75,3.0,1.16,4.3,2.47,home_win
2017-02-11,Bayer 04 Leverkusen,Eintracht Frankfurt,3,0,80,2.0,90,1.0,3.1,4.11,2.79,home_win
2017-02-11,SV Darmstadt 98,Borussia Dortmund,2,1,50,2.0,100,2.0,1.98,4.47,4.22,home_win
2017-02-11,RasenBallsport Leipzig,Hamburger SV,0,3,95,2.0,60,2.0,3.62,4.01,6.53,away_win
2017-02-11,FC Ingolstadt 04,FC Bayern Munich,0,2,35,2.0,90,1.0,1.78,3.29,2.66,away_win
2017-02-11,SV Werder Bremen,Borussia Mönchengladbach,0,1,60,2.0,85,2.0,3.79,3.68,2.29,away_win
2017-02-11,FC Schalke 04,Hertha BSC Berlin,2,0,70,1.0,65,2.0,2.61,3.82,5.67,home_win
2017-02-12,VfL Wolfsburg,TSG 1899 Hoffenheim,2,1,95,3.0,85,2.0,4.75,2.66,4.25,home_win
2017-02-12,SC Freiburg,Stade Rennais FC,2,1,90,1.0,65,1.0,1.64,3.59,6.51,home_win
2017-02-17,FC Augsburg,Bayer 04 Leverkusen,1,3,65,3.0,85,1.0,2.43,3.92,2.31,away_win
2017-02-18,Eintracht Frankfurt,FC Ingolstadt 04,0,2,95,7.0,45,3.0,1.54,2.83,5.05,away_win
2017-02-18,TSG 1899 Hoffenheim,SV Darmstadt 98,2,0,80,3.0,45,4.0,4.71,4.06,2.78,home_win
2017-02-18,1. FSV Mainz 05,SV Werder Bremen,0,2,90,3.0,65,4.0,4.52,3.67,2.36,away_win
2017-02-18,Hertha BSC Berlin,FC Bayern Munich,1,1,65,2.0,95,3.0,2.11,4.4,5.26,draw
2017-02-18,Borussia Dortmund,VfL Wolfsburg,3,0,85,2.0,100,1.0,3.67,2.58,4.77,home_win
2017-02-18,Hamburger SV,SC Freiburg,2,2,65,3.0,100,2.0,4.29,3.03,5.65,draw
2017-02-19,Borussia Mönchengladbach,RasenBallsport Leipzig,1,2,95,4.0,100,3.0,3.27,3.7,3.2,away_win
2017-02-19,Stade Rennais FC,FC Schalke 04,1,1,75,2.0,70,3.0,3.17,3.09,3.96,draw
2017-02-24,VfL Wolfsburg,SV Werder Bremen,1,2,100,1.0,75,3.0,2.04,3.93,3.73,away_win
2017-02-25,SV Darmstadt 98,FC Augsburg,1,2,40,1.0,60,0.0,1.46,4.02,6.91,away_win
2017-02-25,RasenBallsport Leipzig,Stade Rennais FC,3,1,95,1.0,70,4.0,4.6,2.71,3.11,home_win
2017-02-25,SC Freiburg,Borussia Dortmund,0,3,100,1.0,80,0.0,4.61,3.53,3.12,away_win
2017-02-25,Bayer 04 Leverkusen,1. FSV Mainz 05,0,2,80,1.0,95,3.0,3.57,3.52,3.45,away_win
2017-02-25,FC Bayern Munich,Hamburger SV,8,0,80,0.0,60,1.0,2.42,3.24,4.61,home_win
2017-02-25,Hertha BSC Berlin,Eintracht Frankfurt,2,0,60,2.0,90,5.0,2.46,4.37,2.89,home_win
2017-02-26,FC Ingolstadt 04,Borussia Mönchengladbach,0,2,35,2.0,85,0.0,3.93,4.16,6.53,away_win
2017-02-26,FC Schalke 04,TSG 1899 Hoffenheim,1,1,75,0.0,85,2.0,4.6,3.89,2.96,draw
2017-03-03,FC Augsburg,RasenBallsport Leipzig,2,2,75,4.0,85,2.0,4.56,3.93,6.43,draw
2017-03-04,1. FSV Mainz 05,VfL Wolfsburg,1,1,80,0.0,95,0.0,4.14,3.42,2.07,draw
2017-03-04,Stade Rennais FC,FC Bayern Munich,0,3,65,0.0,85,2.0,3.6,4.34,5.11,away_win
2017-03-04,SV Werder Bremen,SV Darmstadt 98,2,0,70,1.0,35,1.0,1.43,3.89,6.49,home_win
2017-03-04,TSG 1899 Hoffenheim,FC Ingolstadt 04,5,2,95,2.0,35,2.0,1.73,3.96,2.43,home_win
2017-03-04,Borussia Dortmund,Bayer 04 Leverkusen,6,2,90,0.0,80,6.0,4.6,4.22,6.83,home_win
2017-03-04,Borussia Mönchengladbach,FC Schalke 04,4,2,90,0.0,65,4.0,3.47,3.05,3.99,home_win
2017-03-05,Eintracht Frankfurt,SC Freiburg,1,2,95,2.0,100,1.0,1.14,4.11,6.7,away_win
2017-03-05,Hamburger SV,Hertha BSC Berlin,1,0,60,1.0,70,2.0,1.5,2.89,5.22,home_win
2017-03-10,Bayer 04 Leverkusen,SV Werder Bremen,1,1,80,3.0,65,2.0,3.69,3.19,3.16,draw
2017-03-11,FC Bayern Munich,Eintracht Frankfurt,3,0,80,2.0,85,3.0,1.12,3.17,2.54,home_win
2017-03-11,SV Darmstadt 98,1. FSV Mainz 05,2,1,35,6.0,85,5.0,1.73,4.46,3.17,home_win
2017-03-11,SC Freiburg,TSG 1899 Hoffenheim,1,1,85,2.0,100,2.0,3.24,4.21,2.01,draw
2017-03-11,RasenBallsport Leipzig,VfL Wolfsburg,0,1,100,3.0,100,4.0,3.8,3.9,2.29,away_win
2017-03-11,Hertha BSC Berlin,Borussia Dortmund,2,1,75,2.0,95,4.0,3.64,3.95,2.08,home_win
2017-03-11,FC Ingolstadt 04,Stade Rennais FC,2,2,25,4.0,60,3.0,1.97,3.62,3.83,draw
2017-03-12,FC Schalke 04,FC Augsburg,3,0,75,3.0,75,0.0,3.88,4.39,5.88,home_win
2017-03-12,Hamburger SV,Borussia Mönchengladbach,2,1,75,1.0,80,2.0,2.03,3.49,2.28,home_win
2017-03-17,Borussia Dortmund,FC Ingolstadt 04,1,0,85,1.0,35,3.0,2.37,3.26,2.22,home_win
2017-03-18,VfL Wolfsburg,SV Darmstadt 98,1,0,90,2.0,25,3.0,4.01,2.83,5.04,home_win
2017-03-18,Stade Rennais FC,Hertha BSC Berlin,4,2,75,2.0,70,3.0,3.63,4.07,2.58,home_win
2017-03-18,FC Augsburg,SC Freiburg,1,1,65,2.0,90,2.0,4.41,3.97,2.04,draw
2017-03-18,SV Werder Bremen,RasenBallsport Leipzig,3,0,70,2.0,85,1.0,3.66,3.27,2.42,home_win
2017-03-18,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,1,0,100,1.0,95,1.0,3.32,2.55,6.58,home_win
2017-03-18,Eintracht Frankfurt,Hamburger SV,0,0,85,1.0,65,1.0,1.47,4.18,6.02,draw
2017-03-19,1. FSV Mainz 05,FC Schalke 04,0,1,90,2.0,75,4.0,2.53,2.52,3.45,away_win
2017-03-19,Borussia Mönchengladbach,FC Bayern Munich,0,1,85,0.0,100,2.0,2.13,3.91,5.11,away_win
2017-03-31,Hertha BSC Berlin,TSG 1899 Hoffenheim,1,3,70,5.0,95,1.0,2.05,4.44,4.46,away_win
2017-04-01,Hamburger SV,Stade Rennais FC,2,1,70,2.0,70,3.0,4.89,3.38,5.22,home_win
2017-04-01,FC Bayern Munich,FC Augsburg,6,0,100,0.0,65,2.0,2.63,2.97,5.25,home_win
